wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: st125985 (st125985-asian-institute-of-technology) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run vm4hu445
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /home/dsia-st125985/SpineVQA/wandb/run-20260610_075903-vm4hu445
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run E3a-LocalizationContrastive-NewSplit
wandb: ⭐️ View project at https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL
wandb: 🚀 View run at https://wandb.ai/st125985-asian-institute-of-technology/SpineVQA-CL/runs/vm4hu445
================================================================================
E3a: Localization-Aware Contrastive Learning
Positive pair = same disease AND same spinal level pattern
================================================================================
Device: cuda

Loading datasets...
Train samples: 49,617
Val samples:   12,409
Test samples:  2,128

Class counts:
  Subarticular Stenosis              :  10914 | weight=0.017
  Foraminal stenosis                 :   6774 | weight=0.028
  Healthy                            :   4216 | weight=0.045
  Osteophytes                        :   3144 | weight=0.060
  Spinal Canal Stenosis              :   1938 | weight=0.097
  cervical Lordosis                  :   1276 | weight=0.147
  Straight cervical vertebrae        :   1230 | weight=0.153
  sigmoid cervical vertebrae         :    692 | weight=0.272
  cervical Kyphosis                  :    309 | weight=0.609
  Disc space narrowing               :    148 | weight=1.271
  Spondylolisthesis                  :     62 | weight=3.033
  Vertebral collapse                 :     30 | weight=6.269

Training...
================================================================================
Epoch |     Loss |     Task |      Con | TrainCls |   ValCls |   ValLoc | ValOverall | Save
--------------------------------------------------------------------------------
wandb: WARNING Fatal error while uploading data. Some run data will not be synced, but it will still be written to disk. Use `wandb sync` at the end of the run to try uploading.
Epoch 01 | Step 0000/3102 | Loss 3.9675 | Task 3.1745 | Con 2.6435
Epoch 02 | Step 2900/3102 | Loss 2.8952 | Task 2.4237 | Con 1.5719
Epoch 02 | Step 3000/3102 | Loss 1.3166 | Task 0.5700 | Con 2.4887
Epoch 02 | Step 3100/3102 | Loss 1.7460 | Task 1.1750 | Con 1.9031
    2 |   2.0376 |   1.3971 |   2.1352 |    82.36 |    82.78 |    29.63 |      62.52 | ✓
Epoch 03 | Step 0000/3102 | Loss 1.2266 | Task 0.5536 | Con 2.2434
Epoch 03 | Step 0100/3102 | Loss 1.3294 | Task 0.7043 | Con 2.0836
Epoch 03 | Step 0200/3102 | Loss 1.7108 | Task 1.1937 | Con 1.7236
Epoch 03 | Step 0300/3102 | Loss 1.2719 | Task 0.7302 | Con 1.8057
Epoch 03 | Step 0400/3102 | Loss 2.6514 | Task 2.0787 | Con 1.9090
Epoch 03 | Step 0500/3102 | Loss 1.8462 | Task 1.0796 | Con 2.5552
Epoch 03 | Step 0600/3102 | Loss 0.9953 | Task 0.4653 | Con 1.7668
Epoch 03 | Step 0700/3102 | Loss 2.7805 | Task 2.1466 | Con 2.1131
Epoch 03 | Step 0800/3102 | Loss 1.8068 | Task 1.1371 | Con 2.2322
Epoch 03 | Step 0900/3102 | Loss 1.7905 | Task 1.0827 | Con 2.3590
Epoch 03 | Step 1000/3102 | Loss 2.3186 | Task 1.7337 | Con 1.9494
Epoch 03 | Step 1100/3102 | Loss 1.5595 | Task 1.0545 | Con 1.6832
Epoch 03 | Step 1200/3102 | Loss 1.7225 | Task 1.1097 | Con 2.0427
Epoch 03 | Step 1300/3102 | Loss 2.3502 | Task 1.4142 | Con 3.1200
Epoch 03 | Step 1400/3102 | Loss 2.0164 | Task 1.4547 | Con 1.8723
Epoch 03 | Step 1500/3102 | Loss 2.0453 | Task 1.4921 | Con 1.8440
Epoch 03 | Step 1600/3102 | Loss 3.7530 | Task 3.0941 | Con 2.1963
Epoch 03 | Step 1700/3102 | Loss 2.0183 | Task 1.4450 | Con 1.9110
Epoch 03 | Step 1800/3102 | Loss 2.1825 | Task 1.6107 | Con 1.9057
Epoch 03 | Step 1900/3102 | Loss 1.9830 | Task 1.2275 | Con 2.5184
Epoch 03 | Step 2000/3102 | Loss 1.4899 | Task 0.7508 | Con 2.4637
Epoch 03 | Step 2100/3102 | Loss 2.0694 | Task 1.2075 | Con 2.8729
Epoch 03 | Step 2200/3102 | Loss 2.0982 | Task 1.4825 | Con 2.0526
Epoch 03 | Step 2300/3102 | Loss 1.7059 | Task 0.9480 | Con 2.5266
Epoch 03 | Step 2400/3102 | Loss 1.7094 | Task 1.0925 | Con 2.0563
Epoch 03 | Step 2500/3102 | Loss 1.5087 | Task 0.8934 | Con 2.0507
Epoch 03 | Step 2600/3102 | Loss 1.5071 | Task 0.9507 | Con 1.8544
Epoch 03 | Step 2700/3102 | Loss 1.2547 | Task 0.4954 | Con 2.5311
Epoch 03 | Step 2800/3102 | Loss 1.8318 | Task 0.6028 | Con 4.0966
Epoch 03 | Step 2900/3102 | Loss 3.4623 | Task 2.1553 | Con 4.3568
Epoch 03 | Step 3000/3102 | Loss 1.9057 | Task 1.1975 | Con 2.3606
Epoch 03 | Step 3100/3102 | Loss 1.4604 | Task 0.8921 | Con 1.8941
    3 |   1.9587 |   1.3242 |   2.1150 |    83.35 |    85.11 |    35.09 |      66.04 | ✓
Epoch 04 | Step 0000/3102 | Loss 2.5673 | Task 1.8302 | Con 2.4570
Epoch 04 | Step 0100/3102 | Loss 4.3928 | Task 3.6723 | Con 2.4017
Epoch 04 | Step 0200/3102 | Loss 1.4021 | Task 1.0294 | Con 1.2423
Epoch 04 | Step 0300/3102 | Loss 1.8289 | Task 1.0159 | Con 2.7101
Epoch 04 | Step 0400/3102 | Loss 1.5957 | Task 0.9465 | Con 2.1639
Epoch 04 | Step 0500/3102 | Loss 1.2356 | Task 0.6405 | Con 1.9837
Epoch 04 | Step 0600/3102 | Loss 1.3242 | Task 0.4955 | Con 2.7621
Epoch 04 | Step 0700/3102 | Loss 1.4578 | Task 0.9271 | Con 1.7692
Epoch 04 | Step 0800/3102 | Loss 1.6082 | Task 0.9978 | Con 2.0347
Epoch 04 | Step 0900/3102 | Loss 1.6865 | Task 1.0296 | Con 2.1897
Epoch 04 | Step 1000/3102 | Loss 1.5243 | Task 0.7694 | Con 2.5162
Epoch 04 | Step 1100/3102 | Loss 2.5952 | Task 1.9580 | Con 2.1239
Epoch 04 | Step 1200/3102 | Loss 2.0747 | Task 1.3761 | Con 2.3285
Epoch 04 | Step 1300/3102 | Loss 1.2335 | Task 0.4573 | Con 2.5871
Epoch 04 | Step 1400/3102 | Loss 1.8372 | Task 1.2542 | Con 1.9433
Epoch 04 | Step 1500/3102 | Loss 1.6101 | Task 0.7837 | Con 2.7547
Epoch 04 | Step 1600/3102 | Loss 2.1384 | Task 1.3794 | Con 2.5300
Epoch 04 | Step 1700/3102 | Loss 1.7501 | Task 0.9901 | Con 2.5331
Epoch 04 | Step 1800/3102 | Loss 2.1892 | Task 1.6993 | Con 1.6330
Epoch 04 | Step 1900/3102 | Loss 2.0341 | Task 1.4944 | Con 1.7991
Epoch 04 | Step 2000/3102 | Loss 2.0107 | Task 1.4789 | Con 1.7729
Epoch 04 | Step 2100/3102 | Loss 2.9395 | Task 2.1429 | Con 2.6556
Epoch 04 | Step 2200/3102 | Loss 1.5398 | Task 0.9139 | Con 2.0864
Epoch 04 | Step 2300/3102 | Loss 2.4085 | Task 1.5643 | Con 2.8140
Epoch 04 | Step 2400/3102 | Loss 1.6919 | Task 0.9508 | Con 2.4703
Epoch 04 | Step 2500/3102 | Loss 1.2720 | Task 0.6456 | Con 2.0882
Epoch 04 | Step 2600/3102 | Loss 1.4754 | Task 0.8965 | Con 1.9298
Epoch 04 | Step 2700/3102 | Loss 1.9878 | Task 1.3278 | Con 2.1998
Epoch 04 | Step 2800/3102 | Loss 2.0909 | Task 1.4942 | Con 1.9889
Epoch 04 | Step 2900/3102 | Loss 1.5057 | Task 1.1869 | Con 1.0627
Epoch 04 | Step 3000/3102 | Loss 1.4311 | Task 0.8670 | Con 1.8802
Epoch 04 | Step 3100/3102 | Loss 0.9839 | Task 0.4068 | Con 1.9235
    4 |   1.8963 |   1.2663 |   2.1000 |    84.02 |    84.32 |    43.80 |      68.87 | ✓
Epoch 05 | Step 0000/3102 | Loss 2.5313 | Task 1.9602 | Con 1.9036
Epoch 05 | Step 0100/3102 | Loss 1.3395 | Task 0.6987 | Con 2.1360
Epoch 05 | Step 0200/3102 | Loss 1.2077 | Task 0.7795 | Con 1.4275
Epoch 05 | Step 0300/3102 | Loss 1.3874 | Task 0.6483 | Con 2.4636
Epoch 05 | Step 0400/3102 | Loss 2.3076 | Task 1.7425 | Con 1.8836
Epoch 05 | Step 0500/3102 | Loss 1.3007 | Task 0.5292 | Con 2.5718
Epoch 05 | Step 0600/3102 | Loss 1.3227 | Task 0.8212 | Con 1.6715
Epoch 05 | Step 0700/3102 | Loss 1.9673 | Task 0.9826 | Con 3.2822
Epoch 05 | Step 0800/3102 | Loss 1.2477 | Task 0.8225 | Con 1.4175
Epoch 05 | Step 0900/3102 | Loss 2.7033 | Task 2.1424 | Con 1.8695
Epoch 05 | Step 1000/3102 | Loss 1.3719 | Task 0.5943 | Con 2.5922
Epoch 05 | Step 1100/3102 | Loss 1.4250 | Task 0.9204 | Con 1.6819
Epoch 05 | Step 1200/3102 | Loss 1.7374 | Task 1.2416 | Con 1.6529
Epoch 05 | Step 1300/3102 | Loss 1.1859 | Task 0.6422 | Con 1.8124
Epoch 05 | Step 1400/3102 | Loss 1.6570 | Task 1.1471 | Con 1.6998
Epoch 05 | Step 1500/3102 | Loss 2.0050 | Task 1.2353 | Con 2.5657
Epoch 05 | Step 1600/3102 | Loss 1.3154 | Task 0.6753 | Con 2.1335
Epoch 05 | Step 1700/3102 | Loss 1.7902 | Task 0.9460 | Con 2.8140
Epoch 05 | Step 1800/3102 | Loss 4.0863 | Task 3.3479 | Con 2.4613
Epoch 05 | Step 1900/3102 | Loss 1.4477 | Task 0.9634 | Con 1.6142
Epoch 05 | Step 2000/3102 | Loss 1.9635 | Task 1.0716 | Con 2.9728
Epoch 05 | Step 2100/3102 | Loss 1.1063 | Task 0.3536 | Con 2.5088
Epoch 05 | Step 2200/3102 | Loss 1.9174 | Task 1.2947 | Con 2.0755
Epoch 05 | Step 2300/3102 | Loss 0.9992 | Task 0.9992 | Con 0.0000
Epoch 05 | Step 2400/3102 | Loss 1.2923 | Task 0.5434 | Con 2.4964
Epoch 05 | Step 2500/3102 | Loss 3.4012 | Task 2.7303 | Con 2.2365
Epoch 05 | Step 2600/3102 | Loss 1.1630 | Task 0.5501 | Con 2.0431
Epoch 05 | Step 2700/3102 | Loss 1.5353 | Task 1.0437 | Con 1.6386
Epoch 05 | Step 2800/3102 | Loss 2.4973 | Task 1.3470 | Con 3.8343
Epoch 05 | Step 2900/3102 | Loss 1.9771 | Task 1.2523 | Con 2.4160
Epoch 05 | Step 3000/3102 | Loss 1.8276 | Task 1.8276 | Con 0.0000
Epoch 05 | Step 3100/3102 | Loss 1.7255 | Task 0.8320 | Con 2.9783
    5 |   1.8671 |   1.2352 |   2.1063 |    84.23 |    85.44 |    45.83 |      70.34 | ✓
Epoch 06 | Step 0000/3102 | Loss 1.1212 | Task 0.4703 | Con 2.1697
Epoch 06 | Step 0100/3102 | Loss 1.3087 | Task 0.8587 | Con 1.5002
Epoch 06 | Step 0200/3102 | Loss 0.8787 | Task 0.8787 | Con 0.0000
Epoch 06 | Step 0300/3102 | Loss 1.4195 | Task 0.8352 | Con 1.9476
Epoch 06 | Step 0400/3102 | Loss 0.9146 | Task 0.9146 | Con 0.0000
Epoch 06 | Step 0500/3102 | Loss 1.7765 | Task 0.9083 | Con 2.8938
Epoch 06 | Step 0600/3102 | Loss 1.7232 | Task 1.1727 | Con 1.8350
Epoch 06 | Step 0700/3102 | Loss 1.7392 | Task 1.1413 | Con 1.9929
Epoch 06 | Step 0800/3102 | Loss 1.3339 | Task 0.7533 | Con 1.9354
Epoch 06 | Step 0900/3102 | Loss 1.9110 | Task 0.9227 | Con 3.2943
Epoch 06 | Step 1000/3102 | Loss 1.6069 | Task 0.9665 | Con 2.1348
Epoch 06 | Step 1100/3102 | Loss 1.8045 | Task 1.2337 | Con 1.9026
Epoch 06 | Step 1200/3102 | Loss 1.3414 | Task 0.7897 | Con 1.8392
Epoch 06 | Step 1300/3102 | Loss 1.3796 | Task 0.6300 | Con 2.4988
Epoch 06 | Step 1400/3102 | Loss 1.8101 | Task 1.2780 | Con 1.7737
Epoch 06 | Step 1500/3102 | Loss 1.6472 | Task 0.9057 | Con 2.4717
Epoch 06 | Step 1600/3102 | Loss 0.9193 | Task 0.3357 | Con 1.9453
Epoch 06 | Step 1700/3102 | Loss 1.3337 | Task 0.8078 | Con 1.7531
Epoch 06 | Step 1800/3102 | Loss 1.6418 | Task 1.0673 | Con 1.9147
Epoch 06 | Step 1900/3102 | Loss 1.9615 | Task 1.4322 | Con 1.7644
Epoch 06 | Step 2000/3102 | Loss 2.7194 | Task 1.7371 | Con 3.2743
Epoch 06 | Step 2100/3102 | Loss 1.3762 | Task 0.9691 | Con 1.3569
Epoch 06 | Step 2200/3102 | Loss 2.6547 | Task 1.7315 | Con 3.0776
Epoch 06 | Step 2300/3102 | Loss 2.5913 | Task 2.1786 | Con 1.3757
Epoch 06 | Step 2400/3102 | Loss 1.0904 | Task 0.5555 | Con 1.7831
Epoch 06 | Step 2500/3102 | Loss 3.5512 | Task 2.9940 | Con 1.8573
Epoch 06 | Step 2600/3102 | Loss 2.8916 | Task 2.0832 | Con 2.6946
Epoch 06 | Step 2700/3102 | Loss 1.2511 | Task 0.6193 | Con 2.1060
Epoch 06 | Step 2800/3102 | Loss 1.8109 | Task 1.2448 | Con 1.8870
Epoch 06 | Step 2900/3102 | Loss 2.3051 | Task 1.5539 | Con 2.5042
Epoch 06 | Step 3000/3102 | Loss 2.3048 | Task 1.5305 | Con 2.5811
Epoch 06 | Step 3100/3102 | Loss 3.6534 | Task 3.0892 | Con 1.8807
    6 |   1.8266 |   1.1992 |   2.0913 |    84.78 |    85.52 |    49.14 |      71.65 | ✓
Epoch 07 | Step 0000/3102 | Loss 1.3158 | Task 0.8802 | Con 1.4518
Epoch 07 | Step 0100/3102 | Loss 1.7865 | Task 0.8762 | Con 3.0345
Epoch 07 | Step 0200/3102 | Loss 1.0902 | Task 0.4912 | Con 1.9965
Epoch 07 | Step 0300/3102 | Loss 1.3846 | Task 0.7370 | Con 2.1584
Epoch 07 | Step 0400/3102 | Loss 3.0374 | Task 2.3330 | Con 2.3479
Epoch 07 | Step 0500/3102 | Loss 1.9667 | Task 1.5198 | Con 1.4896
Epoch 07 | Step 0600/3102 | Loss 2.1518 | Task 1.5218 | Con 2.0997
Epoch 07 | Step 0700/3102 | Loss 3.7244 | Task 2.8376 | Con 2.9560
Epoch 07 | Step 0800/3102 | Loss 3.9447 | Task 3.3330 | Con 2.0390
Epoch 07 | Step 0900/3102 | Loss 1.4126 | Task 0.9342 | Con 1.5946
Epoch 07 | Step 1000/3102 | Loss 1.2069 | Task 0.5886 | Con 2.0609
Epoch 07 | Step 1100/3102 | Loss 1.8318 | Task 1.1636 | Con 2.2273
Epoch 07 | Step 1200/3102 | Loss 1.3531 | Task 0.4292 | Con 3.0798
Epoch 07 | Step 1300/3102 | Loss 1.4706 | Task 0.5550 | Con 3.0520
Epoch 07 | Step 1400/3102 | Loss 1.8111 | Task 1.2199 | Con 1.9707
Epoch 07 | Step 1500/3102 | Loss 1.0813 | Task 0.2990 | Con 2.6077
Epoch 07 | Step 1600/3102 | Loss 1.5672 | Task 1.0138 | Con 1.8449
Epoch 07 | Step 1700/3102 | Loss 1.8354 | Task 1.3021 | Con 1.7775
Epoch 07 | Step 1800/3102 | Loss 1.5388 | Task 1.2411 | Con 0.9924
Epoch 07 | Step 1900/3102 | Loss 1.4643 | Task 0.5484 | Con 3.0530
Epoch 07 | Step 2000/3102 | Loss 1.7404 | Task 0.9054 | Con 2.7833
Epoch 07 | Step 2100/3102 | Loss 1.8514 | Task 1.3500 | Con 1.6713
Epoch 07 | Step 2200/3102 | Loss 2.0975 | Task 1.4600 | Con 2.1251
Epoch 07 | Step 2300/3102 | Loss 0.8560 | Task 0.3512 | Con 1.6825
Epoch 07 | Step 2400/3102 | Loss 1.3095 | Task 0.6718 | Con 2.1257
Epoch 07 | Step 2500/3102 | Loss 2.0582 | Task 1.4248 | Con 2.1113
Epoch 07 | Step 2600/3102 | Loss 4.6438 | Task 3.9698 | Con 2.2466
Epoch 07 | Step 2700/3102 | Loss 1.6180 | Task 0.7694 | Con 2.8284
Epoch 07 | Step 2800/3102 | Loss 2.0286 | Task 1.3874 | Con 2.1373
Epoch 07 | Step 2900/3102 | Loss 1.2801 | Task 0.6561 | Con 2.0799
Epoch 07 | Step 3000/3102 | Loss 1.7729 | Task 1.1640 | Con 2.0296
Epoch 07 | Step 3100/3102 | Loss 1.1761 | Task 0.5527 | Con 2.0781
    7 |   1.8079 |   1.1828 |   2.0839 |    85.15 |    84.77 |    51.11 |      71.94 | ✓
Epoch 08 | Step 0000/3102 | Loss 2.1492 | Task 1.4520 | Con 2.3237
Epoch 08 | Step 0100/3102 | Loss 1.9221 | Task 1.2173 | Con 2.3492
Epoch 08 | Step 0200/3102 | Loss 1.1972 | Task 0.4938 | Con 2.3446
Epoch 08 | Step 0300/3102 | Loss 1.1144 | Task 0.5233 | Con 1.9703
Epoch 08 | Step 0400/3102 | Loss 1.5543 | Task 1.0004 | Con 1.8466
Epoch 08 | Step 0500/3102 | Loss 2.2812 | Task 1.8146 | Con 1.5552
Epoch 08 | Step 0600/3102 | Loss 1.5640 | Task 0.9466 | Con 2.0579
Epoch 08 | Step 0700/3102 | Loss 1.9599 | Task 1.2961 | Con 2.2128
Epoch 08 | Step 0800/3102 | Loss 1.5144 | Task 0.7900 | Con 2.4145
Epoch 08 | Step 0900/3102 | Loss 1.7376 | Task 1.0491 | Con 2.2949
Epoch 08 | Step 1000/3102 | Loss 1.4011 | Task 0.7811 | Con 2.0664
Epoch 08 | Step 1100/3102 | Loss 1.5735 | Task 1.0165 | Con 1.8566
Epoch 08 | Step 1200/3102 | Loss 1.3421 | Task 0.8355 | Con 1.6887
Epoch 08 | Step 1300/3102 | Loss 1.6909 | Task 1.0860 | Con 2.0164
Epoch 08 | Step 1400/3102 | Loss 1.8858 | Task 1.3721 | Con 1.7123
Epoch 08 | Step 1500/3102 | Loss 4.2449 | Task 3.7796 | Con 1.5509
Epoch 08 | Step 1600/3102 | Loss 1.7003 | Task 1.0551 | Con 2.1508
Epoch 08 | Step 1700/3102 | Loss 2.3899 | Task 1.7753 | Con 2.0485
Epoch 08 | Step 1800/3102 | Loss 2.3387 | Task 1.5776 | Con 2.5371
Epoch 08 | Step 1900/3102 | Loss 1.6136 | Task 0.8092 | Con 2.6812
Epoch 08 | Step 2000/3102 | Loss 1.8158 | Task 1.3589 | Con 1.5228
Epoch 08 | Step 2100/3102 | Loss 2.4894 | Task 2.0793 | Con 1.3671
Epoch 08 | Step 2200/3102 | Loss 2.1540 | Task 1.5075 | Con 2.1549
Epoch 08 | Step 2300/3102 | Loss 1.7361 | Task 1.0657 | Con 2.2345
Epoch 08 | Step 2400/3102 | Loss 1.4519 | Task 0.8082 | Con 2.1458
Epoch 08 | Step 2500/3102 | Loss 1.6721 | Task 0.9353 | Con 2.4558
Epoch 08 | Step 2600/3102 | Loss 1.2128 | Task 0.4139 | Con 2.6629
Epoch 08 | Step 2700/3102 | Loss 1.4693 | Task 0.9258 | Con 1.8117
Epoch 08 | Step 2800/3102 | Loss 1.4011 | Task 0.8763 | Con 1.7491
Epoch 08 | Step 2900/3102 | Loss 1.6277 | Task 1.0153 | Con 2.0412
Epoch 08 | Step 3000/3102 | Loss 1.6161 | Task 0.9866 | Con 2.0981
Epoch 08 | Step 3100/3102 | Loss 2.2329 | Task 1.5374 | Con 2.3182
    8 |   1.7944 |   1.1646 |   2.0995 |    85.44 |    85.86 |    52.59 |      73.17 | ✓
Epoch 09 | Step 0000/3102 | Loss 1.8703 | Task 1.2074 | Con 2.2097
Epoch 09 | Step 0100/3102 | Loss 0.9653 | Task 0.3799 | Con 1.9515
Epoch 09 | Step 0200/3102 | Loss 1.5580 | Task 1.0346 | Con 1.7448
Epoch 09 | Step 0300/3102 | Loss 2.7232 | Task 2.0781 | Con 2.1502
Epoch 09 | Step 0400/3102 | Loss 1.4692 | Task 0.7750 | Con 2.3139
Epoch 09 | Step 0500/3102 | Loss 1.3182 | Task 0.4919 | Con 2.7542
